path,dialect_region,sentence,transcription
fb1b67be-8d8f-47bb-b15c-ee1138f0d4ac/a1e089e58e8607a63461b495713bd7d7c77cc477de09eed2cba0741a729f1443.mp3,Wallis,Danach schlägt das schlechte Gewissen zu., Danach schlägt das Schlachtgewiss zu.
0b890339-031a-43ef-bc2e-5e8b5ac5e613/b303d0c1b30cd765c9928aed2a66c8e1c744410121ea22586eda4ed5fadbb180.mp3,Wallis,Es war an dieser Sitzung ein nicht ganz unumstittenes Geschäft., Also war diese Ersetzung nicht ganz ein unumstrittenes Geschäft.
a1859917-0a13-49e8-aa92-77ac5cb5151e/5a4fa2e6df664636ee9e6cffcbc31a1b9382c3aa431ef43e7611de84540bc92e.mp3,Wallis,Zudem hätte die stilistische Erweiterung neue Besucher anziehen sollen., Zusammen hätte die stylistische Erweiterung neue Besucher anziehen sollen.
503f5993-40fc-4547-a9c7-9f7d62b8f2a0/7a030bc77e2e810a7513363e43a79323671063e176b111cc1cf2a8831bc1c234.mp3,Wallis,Lifestyle und Musikgeschmack hängen oft zusammen., Leistung und Musikgeschmack haben einen Luft zusammen.
20c8300d-7fba-441e-9062-ad5046c311f7/decc28110e0c2f76bf02e70d30f1dae9282648cd10036ee04269fa3ed9e9980c.mp3,Wallis,Ausfall Mikrophon - Kirsten ist nur im Hintergrund zu hören., Wie beim Mikrofonkehren ist nur im Hintergrund zu hören.
0d54807c-ec46-415f-8ef2-0a2f769aab1a/f6863d05da58864d8f245548c64ead947224a8766c2700d5071b899909e91f19.mp3,Wallis,Siehe Antworten zu den Fragen 6 und 7., Sie haben Antworten zu den Fragen sechs bis sieben.
0d54807c-ec46-415f-8ef2-0a2f769aab1a/d5a04aeaec92534279dc81a415ac0c60ef973566a757341fde2a8b1126c0ef76.mp3,Wallis,Kein Bereich bleibt aussen vor., Kein Bereich bleibt aussen vor.
fb1b67be-8d8f-47bb-b15c-ee1138f0d4ac/7c0b3a7bd8cb41863493c7dd9b5cee4a441c25a29417293252b036d1dae55b1f.mp3,Wallis,Es würde das Budget für das Jahr 2019 sprengen., Es würde das Budget für das Jahr 2019 ersprengen.
a1859917-0a13-49e8-aa92-77ac5cb5151e/a1443b6a3da246cb29bac36a10bc9dd03b14817d334eba6deab7d0a73b28638d.mp3,Wallis,Was war bloss mit ihm los?, Was ist bloß mit ihm los gewesen?
0d54807c-ec46-415f-8ef2-0a2f769aab1a/f63c10145bc2a5c4554c59286d20e533bb4db4ab67809eff1a9fe24e001fa349.mp3,Wallis,Jedes Mal lief sie bisher damit auf., Jedes Mal ist sie bis jetzt damit aufgelaufen.
3a231070-4b09-40eb-a319-1f3ed4e61ad9/55cb57a8261d3a155a476f1395e8aa96631741884fff86c784ed9526a6244d9f.mp3,Wallis,Wir erreichen die Götter so wenig wie diese Frau., Wir erreichen die Götter so wenig wie diese Frau.
0d54807c-ec46-415f-8ef2-0a2f769aab1a/df22c4cfddcfe41a7cd45ed030bf11ecebb30ebcd28208a1f14db403577cbdd6.mp3,Wallis,Ich rede jetzt vom Theater., Ich rede jetzt vom Theater.
fd653920-0aa9-4f5f-8fe3-1da4d2f65f84/3b7c4c7412b67fb1888aa8822ae045ae2670b637fe9bcfeca8883e0f0365a772.mp3,Wallis,"Wir müssen mit Konsens, gegenseitigem Respekt und unumgänglicher Zusammenarbeit die Probleme lösen."," Wir müssen mit Konsens, gegenseitigem Respekt und unumgänglicher Zusammenarbeit die Probleme lösen."
50e4a935-c887-4c38-aff2-6286aab725d1/501eae15d30e8087460a7ec29ad7ca3a6f40b593a0842e7e16a4539cd4272742.mp3,Wallis,Er kann keine der Fragen beantworten., Er kann keine der Fragen beantworten.
503f5993-40fc-4547-a9c7-9f7d62b8f2a0/96c2f8200384206d5beff8ec5cff02921125136c03a42c4d1b82c6e40ac7f30c.mp3,Wallis,Die Angelegenheit sei nun abgeschlossen., Die Angelegenheiten sind ja schon abgeschlossen.
3a231070-4b09-40eb-a319-1f3ed4e61ad9/ad0766b90fbc6e7ed0ca9e033274bb5363252137865b6604e46f10f7d0b19d3a.mp3,Wallis,Namen will Jenny noch keine nennen., Namo Vildiceni Nukreni Sago.
0d54807c-ec46-415f-8ef2-0a2f769aab1a/fd6375b65d33f1187664c284ea332f01f4197591a6b519f6f323ebd2d5e7d165.mp3,Wallis,Wir möchten das Votum des Vorredners unterstreichen., Wir wälted z Votum vom Vorredner unterstriche.
0b890339-031a-43ef-bc2e-5e8b5ac5e613/4d3dee4b1be91553270a4601b14558e8c8e05fbe74625abd7e04cf1118535203.mp3,Wallis,Ich kenne meine Raumplanerkollegen sehr gut., Ich kenne meine Räumplanerkollegen sehr gut.
0d54807c-ec46-415f-8ef2-0a2f769aab1a/fbdb2db4fa112b4cbe96d666616208ffc71a3e16429b362b1ac4a67658a64a55.mp3,Wallis,Seine Stimme hat im russischen Sport kaum Gewicht., Seine Stimme hat im russischen Sport kein Gewicht.
0b890339-031a-43ef-bc2e-5e8b5ac5e613/5e36742d7aceb620030b33febeb734c6363c99fad2ed9a971a022f72420adc18.mp3,Wallis,Wo ist des Menschen Platz?, Wo ist für den Menschen Platz?
503f5993-40fc-4547-a9c7-9f7d62b8f2a0/a4ff113c438b54c390d39acec9252326fdf86075de993d3366f394479a95518b.mp3,Wallis,Dann geht es Schritt für Schritt aufwärts., Dann geht es Schritt für Schritt aufwärts.
3a231070-4b09-40eb-a319-1f3ed4e61ad9/df7b566d23cd9e9975803f14b07c4e7a9f0e4a6a27ab784f50a39b3d659fd34f.mp3,Wallis,Durch den Umbau des Bahnhofs werde der Standort sogar noch attraktiver., Durch den Umbau der Bahnaufwärtung wird der Standort sogar noch attraktiver.
20c8300d-7fba-441e-9062-ad5046c311f7/e2cef4336fb0927b37545eeb56b3d6b0b9d437bf2aa772bf367955dbdd781ebd.mp3,Wallis,Am 23. September stimmt die Schweiz über drei Vorlagen ab., Am 23. September stimmt die Schweiz über drei Vorlagen ab.
3a231070-4b09-40eb-a319-1f3ed4e61ad9/c07a2bdee77be66f3244d1629414b4aefb51889f19ce60a10b0f7dafdc84b918.mp3,Wallis,Wir haben auch Vergabeerfolge aber leider auch -misserfolge.," Wir haben euch vergeben, aber leider haben wir euch missverfolgt."
50e4a935-c887-4c38-aff2-6286aab725d1/15f2026f9a6ae578360dec4f48ba0bc5ce18f23ed216bb6a4709bb6a02b67a0b.mp3,Wallis,"Dann kann sich die BNO an einem langfristigen, breit abgestützem Zielszenarium ausrichten.", Dann kannst du dich bei einer langfristigen und breiten Abstützung des Ziels ausrichten.
20c8300d-7fba-441e-9062-ad5046c311f7/ecd49cf97b8629fdda057bbea8545d17fb2baccdc433e65499c1bc47c5e5b8c4.mp3,Wallis,Stundenlöhne werden nicht nur in den Altersheimen bezahlt., Stundaleihen werden nicht nur in Altersheimen gezahlt.
a1859917-0a13-49e8-aa92-77ac5cb5151e/5df05b596f804d12350907ad7b0072b7124c9fc0972e4a7135904d01c867b907.mp3,Wallis,Und dass es ihm Spass gemacht hatte., Und dass es ihm Spass gemacht hat.
503f5993-40fc-4547-a9c7-9f7d62b8f2a0/d4d5a82dc05b8c186facfbaaf35ecb9bb4a544f78eb490811e65a3556e56be17.mp3,Wallis,Die Kundschaft scheint das allerdings nicht zu stören., Die Kundschaft hat das allerdings nicht geschehen zu stehlen.
fd653920-0aa9-4f5f-8fe3-1da4d2f65f84/85b9b1b55e44e4932f71d6864c9535e27199fc990b45045c7cf9b7ab8b409ff0.mp3,Wallis,Markus Arnold tanzt auf zwei Hochzeiten., Markus Arnold tanzt auf zwei Hochzeiten.
50e4a935-c887-4c38-aff2-6286aab725d1/411db14571a1295d63a667760bccb7c64ea8bed1ebca192161b1429a7217825a.mp3,Wallis,Zumal diese ja auch noch abgebrochen werden könnten., Zumal diese ja auch noch abgebrochen werden könnten.
503f5993-40fc-4547-a9c7-9f7d62b8f2a0/7142eaa058a1ea2a1a3af80e07d97a07bfbdbe9e5f47230270f419a88406e745.mp3,Wallis,Richtig durchsetzen konnten sich diese Grössen allerdings nicht.," Richtig durchsetzen, wenn man die Grösse aber nicht kennt."
3a231070-4b09-40eb-a319-1f3ed4e61ad9/a84d0e593933fcb78f38edd1f1dbe27f1cdd6270705119f78f9cf74b1b36c6d2.mp3,Wallis,In der Hand fühlt es sich aber um Welten dünner an., In der Hand hat sie aber ein weiter dünner Ock füllt.
fb1b67be-8d8f-47bb-b15c-ee1138f0d4ac/9982e8769774347f0a86f3a29c19ed590e4026397a6fa4881c02e302cdf78f92.mp3,Wallis,Sechs davon seien von ihren Angehörigen als vermisst gemeldet worden., Sechs davon wurden von ihren Angehörigen als vermisst gemeldet.
a1859917-0a13-49e8-aa92-77ac5cb5151e/4977145bf775f97e3c407203b1f701719aaec9a7cc0d32e21e79b432b4e8d9ac.mp3,Wallis,Der online Vorverkauf läuft bis zum 23. Oktober., Der Online-Vorverkauf läuft bis zum 23. Oktober.
a1859917-0a13-49e8-aa92-77ac5cb5151e/7bc9272b51614f0d47eb7ffb2458392e34b614ff0929d2b7503ee175bd480596.mp3,Wallis,Kupplung und Bremsen bleiben unauffällig., Kupplung und Bremsen bleiben unüffallig.
fb1b67be-8d8f-47bb-b15c-ee1138f0d4ac/be1045e67ba4b91c37c2d0dd93257c248a3cf582aece37e0e9593ccd76e5f5fd.mp3,Wallis,"Es ist Tatsache, dass sich das Wohnen im Alter verändern wird."," Es ist Tatsache, dass die Schicht des Wohnens im Alter verändern wird."
fb1b67be-8d8f-47bb-b15c-ee1138f0d4ac/6a7efff1677560b87a8d95c3ef0ce083275350bbbbaa852bfd627b5b63e5b357.mp3,Wallis,Die Preise sind persönlich und können nicht übertragen werden., Die Preise sind persönlich und können nicht übertragen werden.
a1859917-0a13-49e8-aa92-77ac5cb5151e/5db0ec07d6659fc5494f10ee5d0ce59fd99c6313ea526da1b149c85eb285b35e.mp3,Wallis,Auch der Rumpf der Maschine wurde bis Freitag noch nicht gesichtet., Auch der Rumpf einer Maschine wurde bis zum Freitag noch nicht gesichtet.
0b890339-031a-43ef-bc2e-5e8b5ac5e613/6d2bf8dee8e57abbfbc0736c04ff20ccfc987b3cc4b5346a338c28e49e46bbdc.mp3,Wallis,Weder ein Verbrechen noch ein Unfall seien derzeit auszuschliessen., Weder ein Verbrechen noch ein Unfall sind derzeit auszuschliessen.
fd653920-0aa9-4f5f-8fe3-1da4d2f65f84/9350caca6b18c81caf7c21254407b268fe67798c6e3c6df5932ba53f973f3298.mp3,Wallis,Die meisten warten auf den Entscheid über ihren Asylantrag., Die meisten warten auf die Entscheidung über ihren Asylantrag.
fb1b67be-8d8f-47bb-b15c-ee1138f0d4ac/bf2db63ff3c85c37b4f6fb6a05dc8ae6a3f7bdc02c8b46703a39be6f8354f66b.mp3,Wallis,Die Umfragen liefern seit zehn Jahren in etwa das gleiche Ergebnis., Die Umfragen liefern seit 10 Jahren in etwa das gleiche Ergebnis.
0b890339-031a-43ef-bc2e-5e8b5ac5e613/af2250109c2b9548057728358f4687510eb1ce3bda128307d5783fbd364e60c3.mp3,Wallis,Beim § 6 gibt es einen neuen Antrag der SP., In Paragraph 6 gibt es einen neuen Antrag der SP.
0d54807c-ec46-415f-8ef2-0a2f769aab1a/d7cd4adb6a71da2b492e2035ea6b19f3949ed36e091aa311fb99aa5ff130959c.mp3,Wallis,Dabei hatte diese amerikanische Erfolgsgeschichte mit einer Reihe empfindlicher Niederlagen begonnen., Dabei hat die Tische Amerikaner Volksgeschichte mit einer Reihe empfindlicher Niederlagen begonnen.
50e4a935-c887-4c38-aff2-6286aab725d1/375ee1a5ac403fa5eb51035bca06d4a39d71b8999f5a579cc824ce5946ea0e4d.mp3,Wallis,"Ist es bei 18 Metern, bei 17 oder vielleicht 15 Meter."," Ist es bei 18 Meter, 17 oder vielleicht 15 Meter?"
0d54807c-ec46-415f-8ef2-0a2f769aab1a/fcbe7f427aabd37d26a193e19c8b8245af8d30ed5c45ad3e64902dc6318b5487.mp3,Wallis,Mir geht es nur um das., Mir geht es nur um das.
0d54807c-ec46-415f-8ef2-0a2f769aab1a/f6ecef88bae9b4a6172aaf6ab41c599faade0545de5e2a8d133b15bc3b60bab5.mp3,Wallis,Man lernt es früh und denkt später nicht mehr darüber nach., Man lernt zu früh und denkt später nicht mehr darüber nach.
503f5993-40fc-4547-a9c7-9f7d62b8f2a0/3aca443138c80a3527a9876699c57a88afd18403e107aee84892a9e64e41b45c.mp3,Wallis,Dann änderte sie ihre Meinung und verlangte die Tausender zurück., Der Hedge ihre Schmeine gegendert und hat er Tausende zurückverlangt.
50e4a935-c887-4c38-aff2-6286aab725d1/5a4ef5a4ac92184d836297ca01d7738638de65104e8606b646fd4055ddd5eb74.mp3,Wallis,Die aktuelle Version können Sie kostenlos aus dem iTunes Store herunterladen., Die aktuelle Version könnt ihr kostenlos in unserem iTunes Store einladen.
503f5993-40fc-4547-a9c7-9f7d62b8f2a0/cd69df84b1cf478a0e771f970f36372187f1688b03ded0075c3827b4c3592ee2.mp3,Wallis,Man hat ja ausgerechnet., Man hat es ja ausgerechnet.
50e4a935-c887-4c38-aff2-6286aab725d1/2a1baf5b3f484d7effb0d1d08659640e63681b89767203e1baae1c4b3d4360c7.mp3,Wallis,Nicht monitäre Ansätze sind aber noch viel wichtiger., Nichtmonetäre Ansätze sind aber noch viel wichtiger.
226c7f4c-0da0-4e94-a873-ad1586107355/86d89042040a34b630bbf96c7617d2cbbd23cffc57cb05b16bc5eb5f6b762bb1.mp3,Wallis,Die Umsetzung ist liegt in der Hauptverantwortung des Gemeinderats., Die Umsetzung ist eine Hauptverantwortung des Gemeinrads.
fb1b67be-8d8f-47bb-b15c-ee1138f0d4ac/7be7fb7d9ba15455146c48828bcfbdbd32bce220d2fbe2838cca89438d01f36a.mp3,Wallis,Dann verlassen die Migranten einer nach dem anderen das Schiff., Dann verlahnt die Migranten einen am anderen Schiff.
0d54807c-ec46-415f-8ef2-0a2f769aab1a/e2924d26fa79d275891a499eb082fc9a671a272d6a97b2025254936192e04724.mp3,Wallis,Er hatte heute jedenfalls weniger Probleme als ich., Ar hat heute jedenfalls weniger Probleme gehabt als ich.
50e4a935-c887-4c38-aff2-6286aab725d1/1842f49390d983804c6f5f4e9937db73a8c48b3ead35b923b890494e1bcd1d01.mp3,Wallis,"Mit einer letzten Frage wollte man wissen, wer Betriebsbewilligungen erhalte."," Bei der letzten Frage möchten wir wissen, wer Betriebsbewilligungen bekommt."
d518030b-8c9d-43bf-bca5-dad736364203/d60504319868bf57e7b4bfc9de42258cf24487b658650bd157c85307f56afdb8.mp3,Wallis,Hier finden Sie alle Fotos., Hier findet ihr alle Fotos.
fb1b67be-8d8f-47bb-b15c-ee1138f0d4ac/8e06ec976456f400c97f4ee173bf94a7eaf6c61e4b346e733d94336cc5964df2.mp3,Wallis,Mehr Aufmerksamkeit auf den Strassenverkehr würde auch ein Head-up-Display liefern., Mehr Aufmerksamkeit auf dem Strassenverkehr würde auch ein Head-Up-Display liefern.
0b890339-031a-43ef-bc2e-5e8b5ac5e613/6a463e14a490cec9bb0f95aead00b82d94434ae46fa9fbb9ef8553df186d9f3c.mp3,Wallis,Weiter haben wir den Antrag des Gemeinderats sowie die Anträge der Finanzkommission., Weiter haben wir den Antrag des Gemeinrats sowie den Anträgen der Finanzkommission.
50e4a935-c887-4c38-aff2-6286aab725d1/446f0cf562e18444bdea21c421b01666dfca371fbabb16b0efd7be13bc259b79.mp3,Wallis,Es gäbe sicher lohnenswerte Ziele für die nächsten Jahre.," Es gäbe sichere, lohnenswertere Ziele für das nächste Jahr."
20c8300d-7fba-441e-9062-ad5046c311f7/fe800de723d3358523c50bae4eeeb7b1f0b0a20e872feb21e2cc6e173ca42eef.mp3,Wallis,Was war in den Minuten zuvor geschehen?, Was ist in der Minute vorher passiert?
0d54807c-ec46-415f-8ef2-0a2f769aab1a/f7b18fa7d2e56d7dffae3d7a5b3826b50737dfc57f781323f270277b8793874b.mp3,Wallis,Doch dann öffnet der Kanadier eine zweite Tür auf der Seite., Durch den öffnet der Kanal dir ein zweites Tier auf der Seite.
d518030b-8c9d-43bf-bca5-dad736364203/eefd52abdded50f98d748e449a5f77915bd3744a896f34030263b0536bb7ea1d.mp3,Wallis,Der Umgang bei einer Abschreibung eines Vorstosses wird leider nicht erwähnt., Der Umgang bei der Abschreibung eines Vorstosses wird leider nicht erwähnt.
3a231070-4b09-40eb-a319-1f3ed4e61ad9/95bddf391c7682fd78d40018bb88eb5f0fce9fc154c700973122fab8dc47d353.mp3,Wallis,Das ist portugiesisch und heisst Sumpf., Das ist portugiesisch und heißt guillo.
20c8300d-7fba-441e-9062-ad5046c311f7/dfa811ae44aec4f4cbc8ca948e6a6f7f2917371daff7ba1da6d2af44d66119bf.mp3,Wallis,Seither bin ich mit diesem Spiel verbunden., Sicher bin ich mit diesem Spiel verbunden.
50e4a935-c887-4c38-aff2-6286aab725d1/40be1216b03b64750ed9eb6e6677971342b872e55b71578fda4dcc61f26dce15.mp3,Wallis,Von dieser ersten Serie wurden genau 500 Exemplare hergestellt., Von dieser Serie sind genau 500 Exemplare hergestellt worden.
a1859917-0a13-49e8-aa92-77ac5cb5151e/70293a410c973e5b4b82f37adb2e8709a03e6f98e20f2585a1d56dda330f6623.mp3,Wallis,Die Dividende pro Aktie lag anfänglich bei Fr. 4.50., Die Dividende pro Aktie hat anfänglich bei 4.50 Fr. gelagert.
226c7f4c-0da0-4e94-a873-ad1586107355/4f9dd0bfaa6e855e29dfffb3b47b6b2f7c59e6daf4473120d99e37adfdb683f6.mp3,Wallis,Der Frust weicht nicht so schnell., Der Frust wiegt nicht so stark.
d518030b-8c9d-43bf-bca5-dad736364203/e9688d3580994176830baab042ad4ad96fad2c1e1b2df4fea10d784fbe725b4a.mp3,Wallis,Das Dublin-Abkommen wiederum sei zentral für die Schweizer Asylpolitik., Das Dublin-Abkommen wiederum sei zentral für die Schweizer Asylpolitik.
50e4a935-c887-4c38-aff2-6286aab725d1/48632287e716cf9757718354c8e102824171a579dc346676235867f619e7d12c.mp3,Wallis,"Wir sind der Meinung, dass überhaupt kein Geld benötigt wird."," Bist du der Meinung, dass überhaupt kein Geld gebraucht wird?"
fb1b67be-8d8f-47bb-b15c-ee1138f0d4ac/9c29277618146994d8822f5c15e1a61cca1d01c3a5e8ac2edd25bd768528408a.mp3,Wallis,Das Argument unseres Gemeindeammanns sticht aus meiner Sicht nicht.," Das Argument ist, es gemeint, Ammons sticht aus meiner Sicht nicht."
226c7f4c-0da0-4e94-a873-ad1586107355/6aae97434524e163a7fd94c7deb2024fa84cb2af430e66ce3839269437d2a00f.mp3,Wallis,"Nun, wir müssen etwas ändern, um das neue KiBeG umzusetzen."," So, wir müssen etwas anderes um das neue KGB umsetzen."
20c8300d-7fba-441e-9062-ad5046c311f7/e6108ec3fd2eff2b90e7874a5fe4b726c4ce6fb3390e944b384bbc49f2a01c9d.mp3,Wallis,Wir haben noch eine Menge zu erwarten., Wir haben noch eine Menge dazu erwartet.
3a231070-4b09-40eb-a319-1f3ed4e61ad9/dd424e327a564e7dfba1c29e68cb9baa9cc8fb3398e5ef871223e4c12e1ea624.mp3,Wallis,Ich habe die Liebe immer geliebt., Ich hab' Liebe immer geliebt.
0d54807c-ec46-415f-8ef2-0a2f769aab1a/f9cd72c97a46fa0be6cd38c0041415b396aefd02596724e705c6f231c5494746.mp3,Wallis,Nach dem kurzen Gespräch wurde ich vor die Kamera gebeten., Nach diesem kurzen Gespräch wurde ich vor die Kamera gebettet.
fd653920-0aa9-4f5f-8fe3-1da4d2f65f84/9dfc26d886132e9c21e18870b48f8a62bb3b3edd804c0f35414ac01fb6f39456.mp3,Wallis,"Die Gemeinde besass das Vorkaufsrecht, welches geltend gemacht wurde."," Die Gemeinde hat das Vorverkäufsrecht besessen, weil es geltend gemacht wurde."
0b890339-031a-43ef-bc2e-5e8b5ac5e613/64b3d50724e76021ff73d939d3b04be3394370cc93dfceb629cfc49518a8e270.mp3,Wallis,Gebremst wird mit dem Fuss., Gebranzt wird mit dem Füß.
226c7f4c-0da0-4e94-a873-ad1586107355/7fe22b470f83dfcad2d1a82983925f72b4e1093b558ea302d65434cfb819021f.mp3,Wallis,Schliesslich fördern sie den Zusammenhalt von Gemeinschaften., Schließlich fehlt uns der Zusammenhalt der Gemeinschaften.
3a231070-4b09-40eb-a319-1f3ed4e61ad9/e86dc3d7fb542c5ba10607b226872658b97665deb83438e686312a8998eba4c0.mp3,Wallis,Bis dahin gilt das was gilt.," Bis der gilt, das wo gilt."
503f5993-40fc-4547-a9c7-9f7d62b8f2a0/6af949715f57b087916ab9afaa8c84b6c53021af346ca1c9f5f6b84a65d849cd.mp3,Wallis,Ein weiterer 16-Jähriger wurde damals freigesprochen., Ein weiterer 16-Jähriger wurde damals eingesprochen.
503f5993-40fc-4547-a9c7-9f7d62b8f2a0/554a7b403b14047accd5d2b486bb30cd75c9174e481e6063ff98065fefbd3d31.mp3,Wallis,Die Situation hat sich für viele durch die Krise noch verschlimmert., Die Situation hat sich für viele durch die Krise noch verschlimmert.
503f5993-40fc-4547-a9c7-9f7d62b8f2a0/b1aa3d605ef1d679b7cc6b8b1869f123faad57372ce77b868c6e0aba4ef66ae3.mp3,Wallis,Ich habe es nie als Zweiklassengesellschaft empfunden.," Ich habe es nie als Zweiklasse geschätzt, habe ich dann gefunden."
0d54807c-ec46-415f-8ef2-0a2f769aab1a/cecfa7082701a65e056936aaf1460f166064d36928490235921064722cf84626.mp3,Wallis,Sie hat das H schon an der richtigen Stelle., Sie hat das H schon an der richtigen Stelle.
0d54807c-ec46-415f-8ef2-0a2f769aab1a/fcc2758a85263dff3e45887ad537fdd3f302c7917a136a55cd67b09ac0c41b5c.mp3,Wallis,Die Hinweise seien von Anwohnern und über soziale Medien eingegangen., Die Hinweise gingen von Anwohnern und über soziale Medien.
503f5993-40fc-4547-a9c7-9f7d62b8f2a0/0c631472bfe095ce2c93f5e80eb91a7c6239d7edd163b232ad402991f618f3c2.mp3,Wallis,Wir verlosen 1 x 2 Tickets pro Konzert., Wer verlose ein Mal zwei Ticke pro Konzert?
226c7f4c-0da0-4e94-a873-ad1586107355/6237333cf1bb30148dc2b61f07df0285a970bd041b0b953e27c142ea1c511703.mp3,Wallis,Die rote Null ist nur durch Sondereffekte zustande gekommen., Das rote Nulli ist nur durch den Sondereffekt gestanden.
0d54807c-ec46-415f-8ef2-0a2f769aab1a/e53a520b1bdb0392b4143c2494dbef96e86725171b4044d0b47524a4997098c3.mp3,Wallis,Und alles weitergeht wie bisher., und alles weiter geht wie bisher.
0b890339-031a-43ef-bc2e-5e8b5ac5e613/b7314c48b27b94410a1f44df56aa94182679c721da8424e540debb537cb1f975.mp3,Wallis,Man kann theoretisch auch korrekt fahren und ein illegales Rennen durchführen., Man kann theoretisch auch korrekt fahren und ein illegales Rennen durchführen.
a1859917-0a13-49e8-aa92-77ac5cb5151e/560d2dc096e08db1e48b593a58ac049e1770b72e634f109c0597cba98eb2ed1e.mp3,Wallis,Mehr als 520 starben bei der Überfahrt., Mehr als 520 sind bei der Überfahrt gestorben.
fb1b67be-8d8f-47bb-b15c-ee1138f0d4ac/a93c4a7a8aff6a203e6eb04b33ae0824c6a09c0a7e61401e8dba01be5733972b.mp3,Wallis,Die Überarbeitung macht dann wieder Spass., Die Überarbeitung macht wieder Spass.
226c7f4c-0da0-4e94-a873-ad1586107355/3d18b00044afb09602afed47e75ec4b380ac6bef52ab33be2d717b57f23269c6.mp3,Wallis,Kenner aber wissen den schnellen Ford durchaus zu schätzen.," Kann er aber, wie sollte der schnelle Fortschritt ausschätzen?"
d518030b-8c9d-43bf-bca5-dad736364203/dac0f7ae70007659289fee55ed8bdb3df06c6253ab0c0de3e056641933625ddb.mp3,Wallis,Sie war anders als die andern., 6 Anlösche gesehen und zu anmelden.
503f5993-40fc-4547-a9c7-9f7d62b8f2a0/d7bba8a46d609a0e05b07fd7b48744195082c31f480fcc8cf7104b83bfe811f8.mp3,Wallis,Dies war günstig und mit geringen Risiken behaftet., Die IZ war günstig und behaftet mit geringen Risiken.
0d54807c-ec46-415f-8ef2-0a2f769aab1a/7127e79d6f91dc4d26d242dd551e272343e85d7bda0724652d7a70126b187e4c.mp3,Wallis,Liebe Fraktion FDP., Liebe Fraktion FDP
3a231070-4b09-40eb-a319-1f3ed4e61ad9/a00d0230c6ddbc7c622ae7eccb0cf30d455fe63d2286d71cbba6aef7ef586118.mp3,Wallis,Im Westen Chinas sind Erdbeben sehr häufig., Im Westen von China gibt es viele solche Arten von Babos.
fb1b67be-8d8f-47bb-b15c-ee1138f0d4ac/8047ba5f6ebfbb9249fac59dac05cd15c79edb6812935a1fc3cc67c676176f39.mp3,Wallis,Aber es liegt nicht in meiner Hand., Aber es liegt nicht in meiner Hand.
fb1b67be-8d8f-47bb-b15c-ee1138f0d4ac/7056d823504f6e40242eed93cd722e5cff8ac97cdf0b33055b420cc9e23af6c3.mp3,Wallis,Daraufhin setzte ein Abrüsten ein., Daraufhin setzt es die Brüste ein.
3a231070-4b09-40eb-a319-1f3ed4e61ad9/969ccd977b7bf747c1c29d28867ed07608e923cd69513f12a9026d2ced34bbfe.mp3,Wallis,Die Kamera nahm aber nur zwei Bilder pro Sekunde auf., Die Kamera hat aber nur zwei Bilder pro Sekunde aufgenommen.
fb1b67be-8d8f-47bb-b15c-ee1138f0d4ac/b73016a8d02d7c55d135068555f019b40e5ec0d843c85e3d7da9616ba9079384.mp3,Wallis,Der Sieg beim holländischen Klassiker ist der grösste Erfolg seiner Karriere., Der Sieg beim holländischen Klassiker ist der grösste Erfolg seiner Karriere.
503f5993-40fc-4547-a9c7-9f7d62b8f2a0/de7feb0eb3f35cb42d7489b5081ee8280ab1c1310f0936f269b481022a74b75d.mp3,Wallis,Und klatscht in voller Länge mit voller Wucht auf die Wasseroberfläche., und klatscht in voller Länge mit voller Wucht auf die Wasseroberfläche.
0d54807c-ec46-415f-8ef2-0a2f769aab1a/fa7384f5240675d14a77e0d9571e912bd81d9c511c6f9dc4f2ed234babc854f1.mp3,Wallis,Nach wie vor sinken die Preise für die Immobilien., Nach wie vor sinken die Preise für die Immobilien.
50e4a935-c887-4c38-aff2-6286aab725d1/4aaee32f1baceac6dbe255bae3c58d51f794f20d3f4ecc09445e5a5a8988ea48.mp3,Wallis,Auch das mag am Samstag in Zürich mitgespielt haben., Auch das hat am Samstag in Zürich sehr mitzuspielen.
a1859917-0a13-49e8-aa92-77ac5cb5151e/a1bd3e3dcd35fd266787ab6bf98d88fdf863faa5bda1f9496dd797e0a317b25e.mp3,Wallis,Daher werde ich eine Proteststimme abgeben., Daher werde ich ein Brutalstimm abgeben.
d518030b-8c9d-43bf-bca5-dad736364203/26d9cd22ff193feb157872abbe8fb044628482f222dd3c7e2f123b859ffcca95.mp3,Wallis,Landwirtschaftliche Spur- und Kieswege., Landwirtschaftliche Spur und Kreiswege
0b890339-031a-43ef-bc2e-5e8b5ac5e613/b1915c21b8ebcc86ad3da5c3c361a418bde7ee61687ebe796040968384db556e.mp3,Wallis,Die Kapazitäten der Schule seien damit bei weitem noch nicht ausgeschöpft., Die Kapazitäten der Schüler sind auch damit bei weitem noch nicht ausgeschöpft.
2b08c635-ccf7-42a3-ae38-c7e57b3eb8ed/ac2b652a37ecee8a37f381d8b7194c1524b93c76d99bf4b8a1a09383b0dae457.mp3,Zürich,"Ich möchte auf das Statement von Markus Maibach, Gemeinderat, antworten.", Ich möchte auf das Statement von Markus Maybach antworten.
